16.5,   8.5,   0.5,    
16.5,   8.5,   2.5,    
16.5,   10.5,   0.5,    
16.5,   10.5,   2.5,    
16.5,   12.5,   0.5,    
16.5,   12.5,   2.5,    
16.5,   14.5,   0.5,    
16.5,   14.5,   2.5,    
16.5,   16.5,   0.5,    
16.5,   16.5,   2.5,    
16.5,   18.5,   0.5,    
16.5,   18.5,   2.5,    
18.5,   0.5,   0.5,    
18.5,   0.5,   2.5,    
18.5,   2.5,   0.5,    
18.5,   2.5,   2.5,    
18.5,   4.5,   0.5,    
18.5,   4.5,   2.5,    
18.5,   6.5,   0.5,    
18.5,   6.5,   2.5,    
18.5,   8.5,   0.5,    
18.5,   8.5,   2.5,    
18.5,   10.5,   0.5,    
18.5,   10.5,   2.5,    
18.5,   12.5,   0.5,    
18.5,   12.5,   2.5,    
18.5,   14.5,   0.5,    
18.5,   14.5,   2.5,    
18.5,   16.5,   0.5,    
18.5,   16.5,   2.5,    
18.5,   18.5,   0.5,    
18.5,   18.5,   2.5,    
